,0,1,2,3,4,5
0,8.185517368086703e-12,-1638.414306640625,-3.5525106026513967e-15,-9422684291072.0,-1526.2577100764427,-38156.44275191107
1,2.3111297085891067e-33,-1638.414306640625,-2.1826209242736816e-11,-10093772931072.0,-1526.2577100764427,-38156.44275191107
2,-2.5961716406431504e+33,-1638.4141845703125,-0.000732366053853184,-1563375960064.0,-1526.2576721717535,-38156.441804293834
3,9.949219096706201e-44,131072.0,-3.5525381312221825e-15,-4.098296276750172e+17,29380.19440162501,734504.8600406252
4,9.949219096706201e-44,131072.0,-1.9385768329972469e-26,-2.951489860432634e+23,47924.06564590307,1198101.641147577
5,9.949219096706201e-44,131072.0,-1.0587388668126412e-22,-2.3520974083217814e+29,60286.64647542177,1507166.1618855442
6,9.949219096706201e-44,131072.0,-1.0587388668126412e-22,-1.687508363248196e+35,69117.0613536494,1727926.533841235
7,9.949219096706201e-44,131072.0,-1.0587388668126412e-22,8.338696682308746e-38,75739.87251232014,1893496.8128080035
8,1.0089348943138683e-43,131072.0,-1.0587388668126412e-22,7.41035082589476e-35,80890.94785795294,2022273.6964488237
9,1.0089348943138683e-43,131072.0,-6.504784451958148e-19,6.432641279083892e-32,85011.80813445916,2125295.203361479
10,1.0089348943138683e-43,131072.0,-1.0587388668126412e-22,5.403733311950388e-29,88383.42108796426,2209585.5271991068
11,1.0089348943138683e-43,131072.0,-1.9385768329972469e-26,4.745805694737073e-26,91193.09854921851,2279827.463730463
12,1.0089348943138683e-43,131072.0,-1.0587388668126412e-22,4.239319571995992e-23,93570.51793951058,2339262.948487764
13,1.0089348943138683e-43,131072.0,-1.9385768329972469e-26,3.7057885312831707e-20,95608.30598833234,2390207.6497083083
14,1.0089348943138683e-43,131072.0,-1.0587388668126412e-22,3.144206152542664e-17,97374.38896397786,2434359.724099447
15,1.0089348943138683e-43,131072.0,-1.9385768329972469e-26,2.6978521142344974e-14,98919.7115676677,2472992.7891916926
16,1.0089348943138683e-43,131072.0,-1.0587388668126412e-22,2.4215400518112773e-11,100283.23151209991,2507080.787802498
17,1.0089348943138683e-43,131072.0,-6.504784451958148e-19,2.1304110475739435e-08,101495.2492404841,2537381.2310121027
18,-1.0089348943138683e-43,-1638.4136962890625,-1.0587306626592269e-22,1.8239130440633744e-05,96073.06469406356,2401826.617351589
19,1.0089348943138683e-43,-1638.40625,-1.9385568033258252e-26,0.015319880098104477,91193.09894911299,2279827.4737278246
20,-1.0089348943138683e-43,-1638.41357421875,-1.9385568033258252e-26,13.812557220458984,86777.89152164132,2169447.288041033
21,-1.0089348943138683e-43,-1638.4136962890625,-1.9385568033258252e-26,12224.05859375,82764.06658240735,2069101.6645601839
22,2.0000171661376953,-1638.4136962890625,-6.504717243533378e-19,10551356.0,79099.26989875894,1977481.7474689735
23,1.0089348943138683e-43,-1638.4136962890625,-3.5525106026513967e-15,8791322624.0,75739.8729387479,1893496.8234686973
24,-1.0089348943138683e-43,-1638.41357421875,-6.504717243533378e-19,7868411543552.0,72649.2277400863,1816230.6935021575
25,2.0000171661376953,-1638.4136962890625,-1.0587306626592269e-22,7001722257932288.0,69796.32447540967,1744908.1118852417
26,1.0089348943138683e-43,-1638.4136962890625,-6.504717243533378e-19,6.088899681553744e+18,67154.74737848686,1678868.6844621715
27,1.0089348943138683e-43,-675.84375,-2.1826209242736816e-11,5.128228629488461e+21,64733.878568498185,1618346.9642124546
