,0,1,2,3,4
0,107736.0,1.5349006652832031,2.5,2.5174503326416016,1.4298300283969598
1,113056.0,1.5697588920593262,2.5,2.534879446029663,1.4460660430487535
2,118372.0,1.60453200340271,2.5,2.5522661209106445,1.4622756280636846
3,123684.0,1.6391777992248535,2.5,2.5695888996124268,1.4784489556146003
4,129008.0,1.6736540794372559,2.5,2.586827039718628,1.4945761978743481
5,134320.0,1.707918643951416,2.5,2.603959321975708,1.5106475270157755
6,139628.0,1.7419300079345703,2.5,2.620965003967285,1.5266532103964963
7,144932.0,1.775646448135376,2.5,2.6378233432769775,1.5425835233061882
8,150248.0,1.8090271949768066,2.5,2.6545135974884033,1.5584288432700193
9,155560.0,1.8420313596725464,2.5,2.671015739440918,1.5741795878260127
10,160880.0,1.8746187686920166,2.5,2.6873092651367188,1.5898262569095103
11,166188.0,1.9067497253417969,2.5,2.7033748626708984,1.6053594355372542
12,171496.0,1.938385009765625,2.5,2.7191925048828125,1.6207697952526618
13,176808.0,1.9694862365722656,2.5,2.734743118286133,1.6360481187478892
14,182112.0,2.0000154972076416,2.5,2.7500076293945312,1.65118529242729
15,187424.0,2.029935359954834,2.5,2.764967679977417,1.666172301759577
16,192736.0,2.0592098236083984,2.5,2.779604911804199,1.6810002805287012
17,198052.0,2.0878026485443115,2.5,2.793901205062866,1.695660457296408
18,203360.0,2.1156792640686035,2.5,2.8078396320343018,1.710144212286214
19,208672.0,2.142805814743042,2.5,2.8214030265808105,1.7244430727826323
20,213988.0,2.169149160385132,2.5,2.8345746994018555,1.738548709844905
21,219312.0,2.1946773529052734,2.5,2.8473386764526367,1.7524529561076987
22,224628.0,2.2193589210510254,2.5,2.8596794605255127,1.766147789968863
23,229940.0,2.2431640625,2.5,2.87158203125,1.779625370000623
24,235252.0,2.266063690185547,2.5,2.8830318450927734,1.792878025566439
25,240572.0,2.288029909133911,2.5,2.894014835357666,1.8058982666876502
26,245888.0,2.3090357780456543,2.5,2.904517889022827,1.8186787834916898
27,251200.0,2.3290562629699707,2.5,2.9145281314849854,1.8312124775067922
28,256508.0,2.3480663299560547,2.5,2.9240331649780273,1.8434924252135796
29,261828.0,2.3660433292388916,2.5,2.9330215454101562,1.8555119229189265
30,267144.0,2.382964849472046,2.5,2.9414825439453125,1.8672644584645586
31,272464.0,2.398810863494873,2.5,2.9494054317474365,1.8787437507052889
32,277784.0,2.4135613441467285,2.5,2.9567806720733643,1.8899437145070375
33,283096.0,2.427199125289917,2.5,2.963599443435669,1.9008585103091225
34,288408.0,2.439706802368164,2.5,2.969853401184082,1.9114825026966933
35,293724.0,2.4510698318481445,2.5,2.9755349159240723,1.9218103060797422
36,299040.0,2.4612739086151123,2.5,2.9806368350982666,1.931836756935631
37,304356.0,2.470306634902954,2.5,2.9851531982421875,1.941556931347131
38,309668.0,2.4781572818756104,2.5,2.9890785217285156,1.9509661541474854
39,314976.0,2.484816074371338,2.5,2.992408037185669,1.9600599900363798
40,320288.0,2.4902749061584473,2.5,2.9951374530792236,1.968834252247071
41,325608.0,2.4945271015167236,2.5,2.9972634315490723,1.977285004687314
42,330928.0,2.497567653656006,2.5,2.998783826828003,1.9854085689466172
43,336236.0,2.499392509460449,2.5,2.9996962547302246,1.9932015152049336
44,341548.0,2.5,2.5,3.0,2.0006606839665637
45,346876.0,2.4993889331817627,2.5,2.999694347381592,2.007783166333501
46,352204.0,2.4975600242614746,2.5,2.9987800121307373,2.014566315149982
47,357532.0,2.494515895843506,2.5,2.997257947921753,2.021007754753966
48,362856.0,2.490259885787964,2.5,2.9951300621032715,2.0271053668715187
49,368176.0,2.484797239303589,2.5,2.992398738861084,2.032857300413647
50,373492.0,2.478134870529175,2.5,2.989067554473877,2.038261975765709
51,378816.0,2.470280647277832,2.5,2.985140323638916,2.0433180757685543
52,384144.0,2.4612443447113037,2.5,2.9806220531463623,2.048024554482767
53,389460.0,2.4510366916656494,2.5,2.975518226623535,2.0523806285274158
54,394776.0,2.4396700859069824,2.5,2.969835042953491,2.0563857814780926
55,400096.0,2.427158832550049,2.5,2.9635794162750244,2.0600397717597625
56,405420.0,2.413517713546753,2.5,2.956758975982666,2.0633426163300763
57,410748.0,2.398763656616211,2.5,2.9493818283081055,2.0662946028555194
58,416072.0,2.3829145431518555,2.5,2.9414572715759277,2.068896281827461
59,421392.0,2.3659896850585938,2.5,2.932994842529297,2.071148466869862
60,426720.0,2.3480095863342285,2.5,2.9240047931671143,2.0730522313757644
61,432044.0,2.328996181488037,2.5,2.9144980907440186,2.0746089090515065
62,437368.0,2.3089728355407715,2.5,2.9044864177703857,2.075820094409109
63,442692.0,2.2879638671875,2.5,2.89398193359375,2.076687636271943
64,448012.0,2.2659945487976074,2.5,2.8829972743988037,2.0772136318798715
65,453332.0,2.2430920600891113,2.5,2.8715460300445557,2.0774004349907655
66,458660.0,2.2192842960357666,2.5,2.8596420288085938,2.0772506466820464
67,463992.0,2.1945998668670654,2.5,2.8473000526428223,2.0767671069638545
68,469312.0,2.169069528579712,2.5,2.8345346450805664,2.0759529064343627
69,474636.0,2.142723560333252,2.5,2.821361780166626,2.0748113620349784
70,479956.0,2.1155948638916016,2.5,2.807797431945801,2.073346035520197
71,485284.0,2.0877156257629395,2.5,2.7938578128814697,2.071560707202618
72,490608.0,2.0591206550598145,2.5,2.7795603275299072,2.0694593944500026
73,495928.0,2.029844284057617,2.5,2.7649221420288086,2.067046329665389
74,501248.0,1.9999223947525024,2.5,2.7499611377716064,2.0643259651998824
75,506568.0,1.9693915843963623,2.5,2.7346956729888916,2.0613029676494063
76,511884.0,1.9382885694503784,2.5,2.719144344329834,2.0579822053848944
77,517204.0,1.9066516160964966,2.5,2.7033257484436035,2.054368754126144
78,522520.0,1.8745191097259521,2.5,2.6872596740722656,2.050467885224152
79,527840.0,1.841930627822876,2.5,2.6709651947021484,2.046285067315278
80,533160.0,1.808924913406372,2.5,2.6544625759124756,2.041825944546315
81,538472.0,1.775543212890625,2.5,2.6377716064453125,2.037096354311988
82,543804.0,1.741825819015503,2.5,2.620913028717041,2.0321023049100018
83,549120.0,1.7078136205673218,2.5,2.6039068698883057,2.0268499719782986
84,554436.0,1.6735484600067139,2.5,2.5867743492126465,2.0213456991031764
